Loaded guess DOFs from: out_less_gates_twist_windowed_test1/opt_dofs_2026-08-23_01-07-13.npy (195 values)
Loaded endurance_tracks/Michigan-2019-endurance_gates.csv: 141 gates

===== Windowed sweep (window=6, step=5) =====
Obj funtion: (0.7647995128192738, 0.00931897812298043)   (rho_normalized calls: 945) 


Obj funtion: (0.7647995126413816, 0.009318977973107106)   (rho_normalized calls: 945) 


Obj funtion: (0.764799511390683, 0.009318978278059232)   (rho_normalized calls: 945) 


Obj funtion: (0.7647995121235232, 0.009318976781423235)   (rho_normalized calls: 945) 


Obj funtion: (0.7647995122668035, 0.00931897793739643)   (rho_normalized calls: 945) 


Obj funtion: (0.7647995122932556, 0.009318977878786092)   (rho_normalized calls: 945) 


Obj funtion: (0.7647995122140617, 0.009318977877322462)   (rho_normalized calls: 945) 


Obj funtion: (0.7647995122973767, 0.009318977924775462)   (rho_normalized calls: 945) 


Obj funtion: (0.7647995122189233, 0.009318977920384818)   (rho_normalized calls: 945) 


Obj funtion: (0.7647995122013678, 0.009318977958088611)   (rho_normalized calls: 945) 


Obj funtion: (0.7647995123554633, 0.009318977917951332)   (rho_normalized calls: 945) 


Obj funtion: (0.7647995122156789, 0.009318977946227625)   (rho_normalized calls: 945) 


Obj funtion: (0.7647995122149853, 0.009318977958597572)   (rho_normalized calls: 945) 


Obj funtion: (0.7647995121092607, 0.009318977930912931)   (rho_normalized calls: 945) 


Obj funtion: (0.7647995121866195, 0.0093189779232812)   (rho_normalized calls: 945) 


Obj funtion: (0.7647995122119817, 0.009318977933896421)   (rho_normalized calls: 945) 


Obj funtion: (0.7647995122155691, 0.00931897792763515)   (rho_normalized calls: 945) 


Obj funtion: (0.7647995122218382, 0.009318977924003156)   (rho_normalized calls: 945) 


Obj funtion: (0.7647995122291915, 0.009318977925687309)   (rho_normalized calls: 945) 


Obj funtion: (0.7647995122342289, 0.009318977929126832)   (rho_normalized calls: 945) 


Obj funtion: (0.7647995122152998, 0.009318977928212442)   (rho_normalized calls: 945) 


Obj funtion: (0.7647995122189619, 0.009318977936144026)   (rho_normalized calls: 945) 


Obj funtion: (0.7647995122231275, 0.009318977926753971)   (rho_normalized calls: 945) 


Obj funtion: (0.7647995122241926, 0.009318977930185629)   (rho_normalized calls: 945) 


Obj funtion: (0.7647995122151706, 0.009318977928439477)   (rho_normalized calls: 945) 


Obj funtion: (0.76479951222797, 0.009318977927609272)   (rho_normalized calls: 945) 


Obj funtion: (0.76479951222499, 0.009318977928865307)   (rho_normalized calls: 945) 


Obj funtion: (0.7647995122203218, 0.009318977930952831)   (rho_normalized calls: 945) 


Obj funtion: (0.7596445527433139, 0.008451209940273631)   (rho_normalized calls: 945) 


Obj funtion: (0.7596445525894171, 0.008451209840640805)   (rho_normalized calls: 945) 


Obj funtion: (0.7596445526218444, 0.008451210221025015)   (rho_normalized calls: 945) 


Obj funtion: (0.7596445541267999, 0.00845121014586581)   (rho_normalized calls: 945) 


Obj funtion: (0.759644552511898, 0.00845120998557683)   (rho_normalized calls: 945) 


Obj funtion: (0.7596445528732352, 0.008451210190739338)   (rho_normalized calls: 945) 


Obj funtion: (0.7596445527109261, 0.008451209225941801)   (rho_normalized calls: 945) 


Obj funtion: (0.7596445527917176, 0.008451209948204096)   (rho_normalized calls: 945) 


Obj funtion: (0.7596445527800878, 0.008451209882557407)   (rho_normalized calls: 945) 


Obj funtion: (0.7596445528603398, 0.008451209881104304)   (rho_normalized calls: 945) 


Obj funtion: (0.7596445528773496, 0.008451209935935091)   (rho_normalized calls: 945) 


Obj funtion: (0.7596445527431934, 0.00845120993475484)   (rho_normalized calls: 945) 


Obj funtion: (0.7596445527204543, 0.00845120995815405)   (rho_normalized calls: 945) 


Obj funtion: (0.7596445528681519, 0.008451209931614887)   (rho_normalized calls: 945) 


Obj funtion: (0.7596445527614127, 0.00845120996371186)   (rho_normalized calls: 945) 


Obj funtion: (0.7596445526800154, 0.008451209968442307)   (rho_normalized calls: 945) 


Obj funtion: (0.7596445526020282, 0.008451209943221447)   (rho_normalized calls: 945) 


Obj funtion: (0.7596445526987365, 0.008451209935618278)   (rho_normalized calls: 945) 


Obj funtion: (0.7596445527376446, 0.008451209943776482)   (rho_normalized calls: 945) 


Obj funtion: (0.7596445527372153, 0.008451209939646882)   (rho_normalized calls: 945) 


Obj funtion: (0.7596445527475502, 0.008451209936167657)   (rho_normalized calls: 945) 


Obj funtion: (0.7596445527540017, 0.008451209938925557)   (rho_normalized calls: 945) 


Obj funtion: (0.7596445527542081, 0.00845120994124562)   (rho_normalized calls: 945) 


Obj funtion: (0.7596445527321454, 0.008451209940853844)   (rho_normalized calls: 945) 


Obj funtion: (0.7596445527372507, 0.008451209945906056)   (rho_normalized calls: 945) 


Obj funtion: (0.7596445527439174, 0.00845120993884478)   (rho_normalized calls: 945) 


Obj funtion: (0.7596445527417097, 0.008451209942500055)   (rho_normalized calls: 945) 


Obj funtion: (0.7596445527336941, 0.008451209939847916)   (rho_normalized calls: 945) 


Obj funtion: (0.7596445527541007, 0.00845120993982432)   (rho_normalized calls: 945) 


Obj funtion: (0.759644552746044, 0.008451209941165636)   (rho_normalized calls: 945) 


Obj funtion: (0.7596445527393938, 0.008451209941967235)   (rho_normalized calls: 945) 


Obj funtion: (0.758881015274107, 0.009081224179405583)   (rho_normalized calls: 945) 


Obj funtion: (0.7588810151490886, 0.009081224077764287)   (rho_normalized calls: 945) 


Obj funtion: (0.7588810151549706, 0.009081224454648111)   (rho_normalized calls: 945) 


Obj funtion: (0.7588810142076248, 0.009081224380639422)   (rho_normalized calls: 945) 


Obj funtion: (0.7588810162142766, 0.009081224224676308)   (rho_normalized calls: 945) 


Obj funtion: (0.758881015174609, 0.009081224448187118)   (rho_normalized calls: 945) 


Obj funtion: (0.7588810153949059, 0.009081223323668907)   (rho_normalized calls: 945) 


Obj funtion: (0.7588810153365302, 0.009081224186001678)   (rho_normalized calls: 945) 


Obj funtion: (0.758881015339271, 0.009081224119212692)   (rho_normalized calls: 945) 


Obj funtion: (0.7588810151928429, 0.009081224115378756)   (rho_normalized calls: 945) 


Obj funtion: (0.7588810152517806, 0.009081224174596496)   (rho_normalized calls: 945) 


Obj funtion: (0.7588810152652219, 0.009081224175144662)   (rho_normalized calls: 945) 


Obj funtion: (0.7588810152709626, 0.009081224203069126)   (rho_normalized calls: 945) 


Obj funtion: (0.7588810154168748, 0.00908122417229015)   (rho_normalized calls: 945) 


Obj funtion: (0.7588810153003334, 0.009081224201362134)   (rho_normalized calls: 945) 


Obj funtion: (0.7588810152681075, 0.009081224210809443)   (rho_normalized calls: 945) 


Obj funtion: (0.758881015254589, 0.009081224182640152)   (rho_normalized calls: 945) 


Obj funtion: (0.7588810152280232, 0.009081224175957893)   (rho_normalized calls: 945) 


Obj funtion: (0.7588810152774355, 0.009081224178718188)   (rho_normalized calls: 945) 


Obj funtion: (0.758881015270916, 0.009081224178754982)   (rho_normalized calls: 945) 


Obj funtion: (0.7588810152822472, 0.009081224174042727)   (rho_normalized calls: 945) 


Obj funtion: (0.7588810152737689, 0.00908122417628432)   (rho_normalized calls: 945) 


Obj funtion: (0.7588810152997362, 0.009081224180374766)   (rho_normalized calls: 945) 


Obj funtion: (0.7588810152625123, 0.009081224179941446)   (rho_normalized calls: 945) 


Obj funtion: (0.7588810152668863, 0.009081224183034791)   (rho_normalized calls: 945) 


Obj funtion: (0.7588810152731411, 0.009081224178213457)   (rho_normalized calls: 945) 


Obj funtion: (0.758881015269597, 0.009081224181989605)   (rho_normalized calls: 945) 


Obj funtion: (0.7588810152660787, 0.009081224179495674)   (rho_normalized calls: 945) 


Obj funtion: (0.7588810152715643, 0.0090812241790727)   (rho_normalized calls: 945) 


Obj funtion: (0.7588810152767713, 0.00908122418029179)   (rho_normalized calls: 945) 


Obj funtion: (0.7588810152695693, 0.00908122418035871)   (rho_normalized calls: 945) 


Obj funtion: (0.7569780353922861, 0.008735905354434522)   (rho_normalized calls: 945) 


Obj funtion: (0.756978035251173, 0.00873590525367246)   (rho_normalized calls: 945) 


Obj funtion: (0.7569780352749336, 0.008735905630183935)   (rho_normalized calls: 945) 


Obj funtion: (0.7569780356470412, 0.008735905545846587)   (rho_normalized calls: 945) 


Obj funtion: (0.7569780357629169, 0.0087359054036238)   (rho_normalized calls: 945) 


Obj funtion: (0.756978035404546, 0.008735905628611085)   (rho_normalized calls: 945) 


Obj funtion: (0.7569780354348683, 0.008735904521228906)   (rho_normalized calls: 945) 


Obj funtion: (0.7569780354478527, 0.00873590536166631)   (rho_normalized calls: 945) 


Obj funtion: (0.756978035443163, 0.00873590529564065)   (rho_normalized calls: 945) 


Obj funtion: (0.7569780354189576, 0.008735905292324698)   (rho_normalized calls: 945) 


Obj funtion: (0.7569780354557432, 0.008735905349112987)   (rho_normalized calls: 945) 


Obj funtion: (0.7569780353877326, 0.008735905349036482)   (rho_normalized calls: 945) 


Obj funtion: (0.7569780353793696, 0.008735905376565625)   (rho_normalized calls: 945) 


Obj funtion: (0.7569780355262671, 0.008735905346602856)   (rho_normalized calls: 945) 


Obj funtion: (0.7569780354147434, 0.008735905377149154)   (rho_normalized calls: 945) 


Obj funtion: (0.7569780353569511, 0.008735905384342256)   (rho_normalized calls: 945) 


Obj funtion: (0.7569780353136222, 0.008735905357789276)   (rho_normalized calls: 945) 


Obj funtion: (0.756978035346755, 0.008735905350264438)   (rho_normalized calls: 945) 


Obj funtion: (0.756978035391178, 0.008735905356349934)   (rho_normalized calls: 945) 


Obj funtion: (0.7569780353876877, 0.008735905353795622)   (rho_normalized calls: 945) 


Obj funtion: (0.756978035398469, 0.00873590534973179)   (rho_normalized calls: 945) 


Obj funtion: (0.7569780353977621, 0.008735905351890515)   (rho_normalized calls: 945) 


Obj funtion: (0.7569780354098777, 0.00873590535549703)   (rho_normalized calls: 945) 


Obj funtion: (0.7569780353809159, 0.008735905354925712)   (rho_normalized calls: 945) 


Obj funtion: (0.7569780353856476, 0.008735905359630449)   (rho_normalized calls: 945) 


Obj funtion: (0.7569780353920833, 0.008735905353135757)   (rho_normalized calls: 945) 


Obj funtion: (0.7569780353892159, 0.008735905356825481)   (rho_normalized calls: 945) 


Obj funtion: (0.756978035383398, 0.008735905354346606)   (rho_normalized calls: 945) 


Obj funtion: (0.7569780353962237, 0.00873590535401423)   (rho_normalized calls: 945) 


Obj funtion: (0.7569780353949895, 0.008735905355305731)   (rho_normalized calls: 945) 


Obj funtion: (0.756978035388061, 0.008735905355882503)   (rho_normalized calls: 945) 


Obj funtion: (0.7543265363557624, 0.004216835159740473)   (rho_normalized calls: 861) 


Obj funtion: (0.7543265364119142, 0.004216835398098251)   (rho_normalized calls: 861) 


Obj funtion: (0.7543265363340979, 0.004216834780359502)   (rho_normalized calls: 861) 


Obj funtion: (0.7543265363445387, 0.0042168354527599705)   (rho_normalized calls: 861) 


Obj funtion: (0.7543265369080104, 0.004216835125310792)   (rho_normalized calls: 861) 


Obj funtion: (0.7543265361354031, 0.00421683513681359)   (rho_normalized calls: 861) 


Obj funtion: (0.75432653671194, 0.004216835187842882)   (rho_normalized calls: 861) 


Obj funtion: (0.754326536409044, 0.004216835129050356)   (rho_normalized calls: 861) 


Obj funtion: (0.754326536406589, 0.00421683512941895)   (rho_normalized calls: 861) 


Obj funtion: (0.7543265363672221, 0.004216835056211177)   (rho_normalized calls: 861) 


Obj funtion: (0.7543265364240881, 0.004216835169543742)   (rho_normalized calls: 861) 


Obj funtion: (0.754326536342063, 0.004216835158891374)   (rho_normalized calls: 861) 


Obj funtion: (0.7543265363400848, 0.004216835159948085)   (rho_normalized calls: 861) 


Obj funtion: (0.7543265364702757, 0.0042168351883123956)   (rho_normalized calls: 861) 


Obj funtion: (0.7543265363740425, 0.0042168351375557744)   (rho_normalized calls: 861) 


Obj funtion: (0.7543265363204211, 0.00421683524939398)   (rho_normalized calls: 861) 


Obj funtion: (0.7543265363065954, 0.00421683515791238)   (rho_normalized calls: 861) 


Obj funtion: (0.7543265363124959, 0.004216835159959631)   (rho_normalized calls: 861) 


Obj funtion: (0.7543265363519555, 0.004216835159714494)   (rho_normalized calls: 861) 


Obj funtion: (0.7543265363507407, 0.004216835156693466)   (rho_normalized calls: 861) 


Obj funtion: (0.7543265363610485, 0.004216835164638888)   (rho_normalized calls: 861) 


Obj funtion: (0.7543265363620962, 0.004216835150747222)   (rho_normalized calls: 861) 


Obj funtion: (0.7543265363700701, 0.004216835158417975)   (rho_normalized calls: 861) 


Obj funtion: (0.7543265363437045, 0.004216835159675192)   (rho_normalized calls: 861) 


Obj funtion: (0.7543265363469693, 0.004216835159546295)   (rho_normalized calls: 861) 


Obj funtion: (0.754326536355432, 0.004216835155372856)   (rho_normalized calls: 861) 


Obj funtion: (0.7543265363533584, 0.004216835159791432)   (rho_normalized calls: 861) 


Obj funtion: (0.7543265363464475, 0.004216835158233567)   (rho_normalized calls: 861) 


Obj funtion: (0.7543265363654763, 0.004216835160596455)   (rho_normalized calls: 861) 


Obj funtion: (0.7543265363574941, 0.004216835159657206)   (rho_normalized calls: 861) 


Obj funtion: (0.7543265363511177, 0.004216835159695287)   (rho_normalized calls: 861) 


Obj funtion: (0.7563390461563182, 0.009014716592107315)   (rho_normalized calls: 945) 


Obj funtion: (0.7563390461628458, 0.009014716691551558)   (rho_normalized calls: 945) 


Obj funtion: (0.7563390462366028, 0.009014716864054903)   (rho_normalized calls: 945) 


Obj funtion: (0.7563390457547773, 0.009014716790588153)   (rho_normalized calls: 945) 


Obj funtion: (0.7563390466855762, 0.009014716635725591)   (rho_normalized calls: 945) 


Obj funtion: (0.7563390466891258, 0.009014716893582625)   (rho_normalized calls: 945) 


Obj funtion: (0.7563390457205825, 0.00901471570696147)   (rho_normalized calls: 945) 


Obj funtion: (0.7563390462120548, 0.009014716599560942)   (rho_normalized calls: 945) 


Obj funtion: (0.7563390462052318, 0.009014716533587142)   (rho_normalized calls: 945) 


Obj funtion: (0.7563390461623697, 0.009014716535403823)   (rho_normalized calls: 945) 


Obj funtion: (0.7563390461699318, 0.0090147165878474)   (rho_normalized calls: 945) 


Obj funtion: (0.7563390461423358, 0.009014716585688498)   (rho_normalized calls: 945) 


Obj funtion: (0.7563390461255897, 0.00901471661423345)   (rho_normalized calls: 945) 


Obj funtion: (0.7563390462489573, 0.00901471658363753)   (rho_normalized calls: 945) 


Obj funtion: (0.7563390461764907, 0.00901471661765606)   (rho_normalized calls: 945) 


Obj funtion: (0.7563390461101002, 0.009014716617525221)   (rho_normalized calls: 945) 


Obj funtion: (0.7563390461191498, 0.00901471659500564)   (rho_normalized calls: 945) 


Obj funtion: (0.7563390461026653, 0.009014716587239418)   (rho_normalized calls: 945) 


Obj funtion: (0.7563390461500803, 0.009014716594028293)   (rho_normalized calls: 945) 


Obj funtion: (0.7563390461513833, 0.009014716591467882)   (rho_normalized calls: 945) 


Obj funtion: (0.7563390461620838, 0.009014716588029945)   (rho_normalized calls: 945) 


Obj funtion: (0.7563390461641919, 0.009014716590069534)   (rho_normalized calls: 945) 


Obj funtion: (0.7563390461788215, 0.009014716593051338)   (rho_normalized calls: 945) 


Obj funtion: (0.7563390461440852, 0.009014716592706978)   (rho_normalized calls: 945) 


Obj funtion: (0.756339046150831, 0.009014716597657806)   (rho_normalized calls: 945) 


Obj funtion: (0.7563390461557393, 0.009014716590781397)   (rho_normalized calls: 945) 


Obj funtion: (0.7563390461538414, 0.00901471659454403)   (rho_normalized calls: 945) 


Obj funtion: (0.756339046145987, 0.009014716591977983)   (rho_normalized calls: 945) 


Obj funtion: (0.7563390461583954, 0.009014716591755578)   (rho_normalized calls: 945) 


Obj funtion: (0.7563390461590265, 0.009014716593131397)   (rho_normalized calls: 945) 


Obj funtion: (0.756339046152428, 0.009014716593781032)   (rho_normalized calls: 945) 


Obj funtion: (0.7545072617455807, 0.007854931156698929)   (rho_normalized calls: 567) 


Obj funtion: (0.7545072618198333, 0.00785493125673849)   (rho_normalized calls: 567) 


Obj funtion: (0.7545072617261419, 0.007854931428231682)   (rho_normalized calls: 567) 


Obj funtion: (0.7545072616827624, 0.007854942325824416)   (rho_normalized calls: 567) 


Obj funtion: (0.7545072623122798, 0.007854966200463965)   (rho_normalized calls: 567) 


Obj funtion: (0.7545072615573656, 0.007854885069037575)   (rho_normalized calls: 567) 


Obj funtion: (0.7545072620729695, 0.007855067556284888)   (rho_normalized calls: 567) 


Obj funtion: (0.7545072618008913, 0.007854931164203304)   (rho_normalized calls: 567) 


Obj funtion: (0.7545072617964675, 0.00785493109891185)   (rho_normalized calls: 567) 


Obj funtion: (0.7545072617577873, 0.007854931715299081)   (rho_normalized calls: 567) 


Obj funtion: (0.7545072618115419, 0.007854942211394511)   (rho_normalized calls: 567) 


Obj funtion: (0.754507261730597, 0.007854931525456509)   (rho_normalized calls: 567) 


Obj funtion: (0.7545072617289138, 0.007854934603184026)   (rho_normalized calls: 567) 


Obj funtion: (0.7545072618579673, 0.007854931148392358)   (rho_normalized calls: 567) 


Obj funtion: (0.7545072617648223, 0.007854931180348608)   (rho_normalized calls: 567) 


Obj funtion: (0.754507261708067, 0.007854930000551196)   (rho_normalized calls: 567) 


Obj funtion: (0.7545072616992695, 0.007854929344863018)   (rho_normalized calls: 567) 
